Q,A
엘라티올 베고니아의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
여우꼬리풀의 관리요구도 알려 주세요.,관리요구도는 필요함 
여우꼬리풀의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
여우꼬리풀의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
여우꼬리풀의 생장속도 알려 주세요.,생장속도는 보통 
여우꼬리풀의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
여우꼬리풀의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
여우꼬리풀의 습도 알려 주세요.,습도는 40 에서 70% 
여우꼬리풀의 물주기 알려 주세요.,"물주기 봄은 화분 흙 대부분 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
엽란의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
엽란의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
엽란의 배치장소 알려 주세요.,"배치장소는 실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
엽란의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
엽란의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
엽란의 습도 알려 주세요.,습도는 40 에서 70% 
엽란의 비료 알려 주세요.,비료는 보통 요구함 
엽란의 토양 알려 주세요.,"토양은 포름알데히드, 벤젠 "
엽란의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
옥살리스(사랑초)의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
옥살리스(사랑초)의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
옥살리스(사랑초)의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
옥살리스(사랑초)의 생장속도 알려 주세요.,생장속도는 보통 
옥살리스(사랑초)의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
옥살리스(사랑초)의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
옥살리스(사랑초)의 습도 알려 주세요.,습도는 40 에서 70% 
옥살리스(사랑초)의 비료 알려 주세요.,비료는 보통 요구함 
옥살리스(사랑초)의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
온시디움의 관리요구도 알려 주세요.,관리요구도는 필요함 
온시디움의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
온시디움의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
온시디움의 생장속도 알려 주세요.,생장속도는 느림 
온시디움의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
온시디움의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
온시디움의 습도 알려 주세요.,습도는 40 에서 70% 
온시디움의 물주기 알려 주세요.,"물주기 봄은 화분 흙 대부분 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 화분 흙 대부분 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
왜란의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
왜란의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
왜란의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
왜란의 생육적온 알려 주세요.,생육적온은 10에서 15℃ 
왜란의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
왜란의 습도 알려 주세요.,습도는 40 에서 70% 
왜란의 비료 알려 주세요.,비료는 보통 요구함 
왜란의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
왜성종려죽의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
왜성종려죽의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
왜성종려죽의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
왜성종려죽의 생장속도 알려 주세요.,생장속도는 느림 
왜성종려죽의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
왜성종려죽의 겨울최저온도 알려 주세요.,겨울최저온도는 7℃ 
왜성종려죽의 습도 알려 주세요.,습도는 40 에서 70% 
왜성종려죽의 비료 알려 주세요.,비료는 보통 요구함 
왜성종려죽의 토양 알려 주세요.,"토양은 중성,산성,알칼리성 / 배수 잘 됨 / 타입-Loam, Sand "
왜성종려죽의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
움벨라타 고무나무의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
움벨라타 고무나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
움벨라타 고무나무의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
움벨라타 고무나무의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
움벨라타 고무나무의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
움벨라타 고무나무의 습도 알려 주세요.,습도는 40 에서 70% 
움벨라타 고무나무의 비료 알려 주세요.,비료는 보통 요구함 
유카의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
유카의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
유카의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
유카의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
유카의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
유카의 습도 알려 주세요.,습도는 40 에서 70% 
유카의 비료 알려 주세요.,비료는 보통 요구함 
유카의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
은사철나무의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
은사철나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
은사철나무의 배치장소 알려 주세요.,"배치장소는 발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
은사철나무의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
은사철나무의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
은사철나무의 습도 알려 주세요.,습도는 40 에서 70% 
은사철나무의 비료 알려 주세요.,비료는 보통 요구함 
은사철나무의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
익소라의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
익소라의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
익소라의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
익소라의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
익소라의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
익소라의 습도 알려 주세요.,습도는 40 에서 70% 
익소라의 비료 알려 주세요.,비료는 보통 요구함 
익소라의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
익소라의 병충해 알려 주세요.,"병충해는 깍지벌레, 응애 "
인삼벤자민의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
인삼벤자민의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
인삼벤자민의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
인삼벤자민의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
인삼벤자민의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
인삼벤자민의 습도 알려 주세요.,습도는 40 에서 70% 
인삼벤자민의 비료 알려 주세요.,비료는 보통 요구함 
인삼벤자민의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
자금우의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
자금우의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
자금우의 배치장소 알려 주세요.,"배치장소는 실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
자금우의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
자금우의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
자금우의 습도 알려 주세요.,습도는 40 에서 70% 
자금우의 비료 알려 주세요.,비료는 보통 요구함 
자금우의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
자란의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
자란의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux) "
자란의 배치장소 알려 주세요.,"배치장소는 발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
자란의 생장속도 알려 주세요.,생장속도는 보통 
자란의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
자란의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
자란의 습도 알려 주세요.,습도는 40 에서 70% 
자란의 물주기 알려 주세요.,"물주기 봄은 화분 흙 대부분 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
자주색만년초의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
자주색만년초의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
